Name,gene,locus_tag,Stationary rep1,Stationary rep2,Stationary rep3,3h fresh media rep1,3h fresh media rep2,3h fresh media rep3,3h queueing rep1,3h queueing rep2,3h queueing rep3,3h amp media rep1,3h amp media rep2,3h amp media rep3,3h queueing amp rep1,3h queueing amp rep2,3h queueing amp rep3,6h amp media rep1,6h amp media rep2,6h amp media rep3
epmA CDS,epmA,b4155,9,6,15,1727,1051,966,224,948,1005,854,1609,1812,455,1287,1457,294,238,263
epmB CDS,epmB,b4146,2,2,15,1505.5,924.5,1513,341.5,823,1282.5,959,2268,3243.5,671.5,2773,2266,78,114.5,168
epmC CDS,epmC,b2326,6,3,9,1186.5,691,1377.5,225.5,664.5,1208.5,630,1886,3951.5,366,3051.5,3355,806,749.5,1023
eptA CDS,eptA,b4114,2,9,5,2635.5,1750.5,114,38,983,167.5,840,1268,208.5,564,170,124.5,14.5,16,26
eptB CDS,eptB,b3546,9,15,13,2597,1809,717,125,1068,538,1021,1736,1035,598,646,701,554,490,686
eptC CDS,eptC,b3955,13,8,29,2508,1742,1123,427,1188,1578,1045,1850,2818,875,1945,1781,302,268,314
era CDS,era,b2566,22,6.5,16,1435,1017,6568,1099,1439,7572.5,1413.5,2987,13422,1779.5,10298.5,10348.5,620.5,515,678.5
erpA CDS,erpA,b0156,15,4,16.83,499.67,327.67,813.5,147.83,330.33,1266.67,336.33,1314,2765.67,249.67,1882.83,1382.17,446.5,414.67,433.83
essD CDS,essD,b0554,5,3,8,305,208,164.5,91.5,114.5,249.5,108.5,92,387,150.5,294,274.5,25,19,18.5
essQ CDS,essQ,b1556,0,0,0,183.5,109.5,7,27.5,69,26,91,47.5,270.5,54,222,337.5,1,5,3
etk CDS,etk,b0981,10,8,34,2418.5,1918.5,775,128.5,1154.5,1250,1110,1587,1619,583,1142.5,848.5,175,169,206.5
etp CDS,etp,b0982,0,0,0,311.5,260.5,52.5,8,172,103.5,123,188,138.5,80.5,104,70.5,14.5,6,20.5
ettA CDS,ettA,b4391,18,14,30,4730,2493,18243,1208,1862,18225,2204,10414,19909,2756,14228,15521,1343,1225,1813
eutA CDS,eutA,b2451,2,6.5,11,3615,1714,257,46,1372,382.5,1191.5,2219.5,779,502.5,646,500,33.5,33,62
eutB CDS,eutB,b2441,13,13,13,2732,1656,1696,382,1355.5,2609,1687.5,3877,7771.5,961.5,4796.5,4514,281,242,298
eutC CDS,eutC,b2440,4,10,11,1667.5,1030,808,96.5,744.5,1284,629,1303,1534.5,453,1067,1128.5,124,85,113.5
eutD CDS,eutD,b2458,9,9.5,16,2536.5,1279,128.5,29,1294.5,176.5,1469.5,2388,369,391.5,277,152.5,21.5,10,22
eutE CDS,eutE,b2455,2,5,12,2522,1739.5,97,8,1364,177.5,1013.5,1585.5,297,433.5,239.5,173,18,17,15
eutG CDS,eutG,b2453,6,1,23.5,3065.5,1749.5,105.5,9.5,1239.5,202.5,1153.5,1520,419.5,464,267,252.5,12,9.5,24.5
eutH CDS,eutH,b2452,7,7.5,13,2341,1588,137,27,1261,215.5,1299.5,1841.5,689,523.5,438,295,24.5,17,39
eutJ CDS,eutJ,b2454,0,7,12.5,1597.5,952.5,47,7.5,611.5,103.5,577.5,886,189.5,238,134,95,8.5,9.5,12.5
eutK CDS,eutK,b2438,7,2,6.5,835,606,284.5,46.5,418.5,510,269,605,720.5,176.5,495,530.5,56,34.5,51.5
eutL CDS,eutL,b2439,4,0,5.5,883.5,654.5,589.5,48.5,302,797,325.5,603,951,244.5,666.5,677.5,72.5,55,83
eutM CDS,eutM,b2457,6,2,2,538.5,311,59,15,222,106.5,187,276.5,178,90,120,63,15,7,16
eutN CDS,eutN,b2456,2,0,0,428,320.5,16.5,0,219,18,294,303.5,53,67,34.5,13.5,1.5,0,2
eutP CDS,eutP,b2461,1,4,1,643.5,429.5,46.5,6.5,305,42,427,354,61.5,178.5,46.5,37,6,12.5,0.5
eutQ CDS,eutQ,b2460,4,2.5,6,1292.5,815.5,72,3,600,102.5,611.5,793,140,273,100.5,90,8,6,10.5
eutR CDS,eutR,b2437,1.5,12,13,1798.5,995,337,214,750.5,792.5,875,1416.5,1583,431,943.5,779,51.5,45.5,65.5
eutS CDS,eutS,b2462,2,0.5,9,304,213,27.5,6.5,239.5,25,313.5,398.5,54,92,65,51.5,0,0,2
eutT CDS,eutT,b2459,3,5.5,2,1752,918,78.5,17,701,134,729,1135,165.5,238.5,137,105,8.5,4.5,15
evgA CDS,evgA,b2369,4,2,0,211,169.5,578,107,191.5,518,225.5,598.5,1074.5,195,874,765,58.5,65,46
evgS CDS,evgS,b2370,8,2,6,1498.5,1298.5,389.5,242,1065,309,1340,964.5,1261.5,486,800,1006.5,25.5,9,49
exbB CDS,exbB,b3006,28,17.5,44.5,3730.5,1259.5,15790,3420.5,1789,26923,3274.5,13504.5,51516.5,3151,36507.5,31233.5,2496,2304.5,2878
exbD CDS,exbD,b3005,7,6.5,24.5,1976.5,742.5,12713,2327.5,1037,21696,1752.5,7948.5,30439.5,1905,23193.5,20118.5,1463,1222.5,1560
exoD CDS,exoD,b0539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exoX CDS,exoX,b1844,4.5,2,5,792,501.5,476.5,106,459,802,425,766,1392,300.5,1144,815.5,163,180,228
exuR CDS,exuR,b3094,52,22,21,1379.5,956,2222,398,714,3468.5,841.5,2215,6246.5,582.5,4310,3780.5,411,412.5,496
exuT CDS,exuT,b3093,225,129,42,2597.5,1325,762,82,908,572.5,927.5,1392,776.5,523.5,415,332.5,1258,1343.5,1421
fabA CDS,fabA,b0954,130,18.5,26,1676,834,4968.5,728,747,7998.5,863.5,4303.5,10403,1105,7143.5,5343.5,1611,1436.5,1928.5
fabB CDS,fabB,b2323,26,28,21,4403,1683,16447,1137,1249,35138,1525,14300,22832,1689,14788,9517,5753,5369,7319
fabD CDS,fabD,b1092,34.5,15.5,63.5,4079.5,2022,25547.5,1541.5,2069.5,26704,2382.5,14264.5,24650.5,2857.5,18248.5,23203,1602.5,1296.5,2095
fabF CDS,fabF,b1095,39,26,32.5,5899,3446,36145,2968,3011.5,36867,3600.5,19868,41645.5,4732,31345.5,26264,5224.5,4861,6302.5
fabG CDS,fabG,b1093,59.5,15,40.5,4949.5,2249.5,25422.5,1942,2278.5,30668.5,2305,15578.5,30842.5,3525.5,21414,19973,2681,2575,3472
fabH CDS,fabH,b1091,37,18,23,3563.5,1713.5,13203.5,1101.5,1946,14327.5,2623,10081.5,19034,2248.5,14641,20318,1244.5,1171,1562
fabI CDS,fabI,b1288,10,14,29,2774,1710,10042,1262,1696.5,11545.5,1462,6435.5,12335,2612,9522,6149.5,1990,1851.5,2705.5
fabR CDS,fabR,b3963,5.5,5.5,24.5,1665,1109,4534.5,501.5,922,4914.5,892,3365,6609,897.5,5383.5,3093.5,840,822.5,967.5
fabZ CDS,fabZ,b0180,6.5,6,12.5,1773.5,1081.5,11634.5,1218,1023.5,10033,1169,5563,12107,1993,10396,9461,907.5,967.5,1296
fadA CDS,fadA,b3845,41.5,11.5,26.5,3154,1686,3257.5,165.5,1127,1965.5,1365,3348,2041,797.5,1581.5,1515.5,328.5,368,403
fadB CDS,fadB,b3846,65.5,27.5,41.5,6421,3530,6566.5,90.5,2078,2391.5,2706,4638,1831,1567.5,1349.5,1243.5,715.5,606,902
fadD CDS,fadD,b1805,953,414,298.5,2549,1316.5,2433.5,111,938.5,1357.5,1222.5,1609,1522,862.5,1094.5,1133.5,729,666,804.5
fadE CDS,fadE,b0221,959,220,155.5,6351.5,2758,7362,161,2157.5,5224.5,3129.5,4216.5,4028.5,1505,3036.5,2584.5,819,785.5,844.5
fadH CDS,fadH,b3081,44,26,24.5,5731,2878,3139,80,2086,1468.5,2729.5,4118.5,1145,1217,882.5,581,214.5,210.5,214.5
fadI CDS,fadI,b2342,124.5,31,45,2895,1666,2859.5,80,1057,1828.5,1786,1621.5,2049.5,876.5,1458,1806,230,211.5,219
fadJ CDS,fadJ,b2341,69.5,45,41,4988,2780,5100.5,133,2029,2636.5,3293,3538.5,3516.5,1337.5,2571,2622,268,254.5,282
fadK CDS,fadK,b1701,6,8,4.5,1850.5,1158,160.5,50,906.5,350.5,1057.5,1170.5,514.5,371.5,444,298,21.5,25,21
fadL CDS,fadL,b2344,47,21,5,1516,1118,2769,164,658,2487,730,1188,1572,983,1020,698,437,361,517
fadM CDS,fadM,b0443,0.5,1,8,493.5,311,386,70,251,557,261,313,963.5,157.5,616.5,482,45,36.5,65
fadR CDS,fadR,b1187,5,4.5,6,835.5,615.5,1121.5,214,717.5,1342.5,698,1233.5,3286,446.5,2360,1754.5,221,200,292
fau CDS,fau,b2912,0,0,8,746.5,513,405,442.5,446,723,771,655,2617,508.5,1332.5,1675,250,289.5,263.5
fbaA CDS,fbaA,b2925,33,23,61,10130,4029,54461,3263,2821,65168,2742,35243,51726,7016,39267,33019,3680,3419,5715
fbaB CDS,fbaB,b2097,78,21,33,3776,1913,7741,490,1161,8123,1071,11762,11009,1284,7979,4799,3838,3625,4679
fbp CDS,fbp,b4232,21,10,13.5,1760,1480,1773,310.5,981.5,1890,720.5,2543.5,3928,1017.5,2250,1438.5,2066.5,1853.5,2497.5
fcl CDS,fcl,b2052,6.5,2,13.5,2392,1553.5,610,22.5,772.5,2542.5,1343.5,2441,1182.5,448,831.5,1263.5,11337,12221.5,19927
fdhD CDS,fdhD,b3895,4,7,21,1987,1248,738,94,765,750,582,1856,1489,467,1078,793,87,58,88
fdhE CDS,fdhE,b3891,9.5,8.5,31,2903,1506.5,3934.5,773,1389.5,5485,1446.5,3794.5,7938,1386.5,5664.5,4225.5,376,390,534.5
fdhF CDS,fdhF,b4079,12,11.5,22,4034,2375.5,1335,126.5,1333.5,1855.5,1203.5,2551,1672.5,793.5,1233,1209,151,184,184.5
fdnG CDS,fdnG,b1474,4,7,19.5,4111.5,2809,302,47.5,1693.5,684,1871.5,1868.5,885.5,753.5,595.5,539.5,33.5,43,46
fdnH CDS,fdnH,b1475,2,4,7.5,1383.5,849.5,143.5,15,460,305.5,515,528,380.5,247.5,245.5,224.5,38.5,47.5,69
fdnI CDS,fdnI,b1476,0,3,7,587,451.5,137.5,25.5,255.5,193.5,327.5,450.5,327,158,245,171,64,58.5,62
fdoG CDS,fdoG,b3894,86,66.5,85.5,12658.5,8417,33928.5,3865.5,5697,38617.5,5201.5,24223,57456.5,7588,37832,36631.5,2522,2555.5,3605.5
fdoH CDS,fdoH,b3893,15.5,22,26,3384.5,1939,12014.5,1173,1390,14621,1363,9149,19742.5,1803.5,15338.5,13890,616,657.5,915.5
fdoI CDS,fdoI,b3892,21,8,11.5,2057,1350.5,4210.5,536.5,905.5,5997.5,1040,3894.5,8347,1048,5766,5015,322,329,390.5
fdrA CDS,fdrA,b0518,1,5,22.5,3911,2021.5,48,23,1554.5,98,1358.5,1912.5,240.5,479,143,77.5,11,7,7
fdx CDS,fdx,b2525,0.5,5,5,1000,673,6366.5,577,565.5,4652,881.5,4777,9299.5,779.5,7913.5,12604,215.5,222.5,308.5
feaB CDS,feaB,b1385,13,11,8.5,2957,1869,1271.5,202,1174.5,2211.5,1241,1923,3368,753.5,2398,2501.5,126,122,107
feaR CDS,feaR,b1384,10,4,4,1040,668,159,43,342,203,385,391,338,226,251,235,11,22,15
fecA CDS,fecA,b4291,21,37,85,11412.5,5138,20839,7894.5,5387,46182.5,10938.5,36965,217107,7140,146511,97498.5,2610,2694,3585
fecB CDS,fecB,b4290,15.5,7,30,4012.5,2146,5927,1738.5,1682.5,8874.5,3164.5,10567.5,43144,1833,32777,24247,698.5,821.5,1163
fecC CDS,fecC,b4289,6.5,4.5,19.5,3261.5,1592,1477,608,1031,2066,1579.5,3232.5,11315.5,893,7598,6346.5,192.5,229,336.5
fecD CDS,fecD,b4288,1,8.5,12,2819.5,1505.5,989,317,1049.5,1192.5,1430,2568,6324.5,701.5,4167.5,3860,128.5,145,213
fecE CDS,fecE,b4287,5,2,13.5,1567,980.5,1229.5,367.5,791,1696,1064,2318,7691,541,5762,4265,134,169.5,252.5
fecI CDS,fecI,b4293,13,1.5,14.5,1316,539,1089,640,533,2186,1369.5,2006.5,8806.5,357,5717,7195,110.5,120,106
fecR CDS,fecR,b4292,11,4.5,23.5,2463,1227,1231.5,579.5,1050,2070.5,1600,2857.5,11520.5,537.5,7811.5,9953,150,140,169
feoA CDS,feoA,b3408,0,0,3,269,196,166.5,129,161,188.5,127.5,164,216,142,148,88.5,81,126.5,148.5
feoB CDS,feoB,b3409,3,11,36,3735.5,2518.5,3484.5,582,1650,5226.5,1397.5,2545.5,4536,1138.5,3333.5,2855.5,1427.5,1669.5,2121.5
feoC CDS,feoC,b3410,0,0,3,607.5,392.5,491,78,225,641,261,378.5,607,148.5,445.5,348,262.5,273,377
fepA CDS,fepA,b0584,26,15,41,4348,2657,8424,1048,1842,9774,3691,5665,31138,1499,23517,35594,3536,3664,4653
fepB CDS,fepB,b0592,9,7,18,2348,1290.5,2466.5,543,1038.5,4657,1475,3548.5,9010.5,784.5,6493.5,5075.5,438.5,462.5,572.5
fepC CDS,fepC,b0588,1,3.5,11,1285.5,796,870,89,613.5,881,828,1350,2041.5,312,1477,1504.5,104.5,96,131.5
fepD CDS,fepD,b0590,4,9.5,12.5,2715.5,1438,525,178,1105,1054,1091,2359.5,2789,476.5,1605.5,1455,155.5,181,169.5
fepE CDS,fepE,b0587,5,2.5,10,1029,844.5,65.5,10.5,658.5,77.5,674,757.5,333,274,242.5,166.5,5,8.5,10.5
fepG CDS,fepG,b0589,0,5.5,15.5,2341.5,1529,705.5,99,1083.5,942,1025.5,1826.5,2042,479,1302,1402.5,114,129.5,128
fes CDS,fes,b0585,3,1,18,1947,1180.5,1626,151,928.5,1523,1294,2082,4139.5,475,2977,3538,439,506.5,755
fetA CDS,fetA,b0490,1,2,1,601,448.5,200.5,50,368.5,214.5,419,527,493.5,187,287,272.5,14.5,45,30
fetB CDS,fetB,b0491,4,6.5,20,982.5,693.5,176,100,591.5,687,976.5,924.5,1051,280.5,833.5,677,17,45.5,33
ffh CDS,ffh,b2610,20,9,23,3588,2045,13752,1248,1972,14538,2195,8565,23231,2559,16571,18196,1262,1119,1411
fhlA CDS,fhlA,b2731,11,7.5,15,3320,2064.5,444,107,1330.5,688,1626.5,2122,1373.5,648,891.5,679.5,85,114,128.5
fhuA CDS,fhuA,b0150,69,12,37,4683,1573,23734.5,2654.5,1580,26310.5,2824.5,12473.5,27916.5,3029,21846.5,23700.5,2561.5,2648,3469
fhuB CDS,fhuB,b0153,16,9,36.5,5518,2781.5,1191,175.5,2407,1206,2558,3737,2607.5,1048,1744,2425.5,361.5,365,443
fhuC CDS,fhuC,b0151,2,0,15,1992.5,1009.5,1420.5,218,862.5,1114,1018.5,1966,2559,574.5,1872,2202,152,152.5,212
fhuD CDS,fhuD,b0152,3,5,6.5,1307.5,769,802,130,762.5,463.5,801,1430.5,1493,380.5,1168.5,1487,85,109.5,151
fhuE CDS,fhuE,b1102,12,24,27,4218,1648.5,8170.5,2081,1253.5,21151.5,3450,7581,28835.5,1748.5,19787.5,21083,679,852,955.5
fhuF CDS,fhuF,b4367,17,4,14,1236,616,1745.5,765.5,1246,508,2311.5,979,7108,1557.5,4482,5067,877.5,795,1130.5
fic CDS,fic,b3361,25.5,1,6,1044,727,1258,147,608.5,1718,509.5,1886.5,2119,370.5,1521,1166,115.5,105,74
fieF CDS,fieF,b3915,18,24,31,2548,1604.5,2647,216,906,2686,1036,2468.5,3193,768,2035,1979,423,384,357
fimA CDS,fimA,b4314,6,2,10.5,1285,913.5,4171,367,832,4009,814.5,3188.5,9683.5,1144.5,6678,5024,1171.5,1055.5,1526
fimB CDS,fimB,b4312,1,0,1,564,210,341,106,315,454,622,805,1002,182,552,429,24,27,46
fimC CDS,fimC,b4316,4.5,1,2,974,580,459.5,47,489.5,274.5,552,620.5,814,277.5,632.5,1018.5,19,18.5,27
fimD CDS,fimD,b4317,13.5,8,16,3323,2139,390.5,54,1397.5,231.5,1327.5,1646.5,865.5,657.5,557,883.5,59.5,46.5,69.5
fimE CDS,fimE,b4313,1,1,0,578,395,121,99,317,139,353,434,534,217,187,315,19,16,11
fimF CDS,fimF,b4318,0,0.5,9,984.5,595,58,11,328,89,358.5,475,178.5,160.5,108,121,13.5,14.5,14
fimG CDS,fimG,b4319,0,7.5,10.5,836,529,76,9,338.5,83.5,304,461,226.5,186.5,162.5,128,10,11,10.5
fimH CDS,fimH,b4320,2,5,4.5,1508.5,914,102,29,575.5,170,614.5,600.5,419.5,294,291,206.5,39,55,23
fimI CDS,fimI,b4315,4,5,1.5,1057,628.5,790,80,518,864.5,557,1147,2173.5,379.5,1501,1867.5,77.5,36,56
fimZ CDS,fimZ,b0535,0,0,0,171.5,194,19,19.5,120,21,105,220.5,137,44,56,64.5,7,1,5
fis CDS,fis,b3261,0,8.5,12,809,653.5,4939.5,1119,863.5,4495,748,1725.5,4625.5,1360.5,3764.5,4647.5,1019.5,802.5,1133.5
fiu CDS,fiu,b0805,10,6,39,4225,1852,6191.5,1021.5,1860,12055.5,2782,5990.5,14552.5,1473,10430.5,9178,1013.5,1100.5,1438.5
fixA CDS,fixA,b0041,1,2,12.5,931,655.5,22,3.5,519,49,463,732.5,119.5,200.5,60.5,32.5,11,4,7
fixB CDS,fixB,b0042,3,5,8.5,1735.5,1021.5,62,15,901.5,63,789,1046.5,145.5,322.5,91,66.5,5,9,21
fixC CDS,fixC,b0043,12,4,20,1942,1095,91.5,19.5,1171.5,98.5,1196,1683,203.5,353,144,84,16.5,10,10.5
fixX CDS,fixX,b0044,0,0,8,473,292.5,20.5,0.5,199.5,23,153,219,37,91.5,29,18.5,11,0,0.5
fklB CDS,fklB,b4207,16,3,4,2010,1124,1120,269,1078,1424,799,2038,2988,638,1793,1357,432,336,590
fkpA CDS,fkpA,b3347,22,22,14,2250,1150,6104,793,956,6604,1210,5073,11050,1469,7971,7975,3575,3435,4995
fkpB CDS,fkpB,b0028,3,11.5,12.5,1522,964.5,5922.5,675.5,1016.5,6958.5,1134.5,4791.5,11968,909.5,10218,12141,970.5,1030,1415.5
fldA CDS,fldA,b0684,2,10,12,1807,973,5877.5,1012.5,1422.5,6484.5,1170.5,8750,19016.5,1495.5,12251,7349,380,426.5,578.5
fldB CDS,fldB,b2895,4,0,1,739.5,520,1518,202,457.5,1571,370.5,1543,3345.5,373.5,2323.5,1963,166,182.5,190
flgA CDS,flgA,b1072,5.5,3,8,1076.5,670.5,664.5,134,416,544,503.5,613.5,562,342,386.5,263.5,31,31.5,26
flgB CDS,flgB,b1073,2,1,4.5,617,306.5,658.5,198.5,242.5,198.5,242.5,250,139,320,125,67,1.5,2,5
flgC CDS,flgC,b1074,2,3,4,631,354.5,928.5,273,225,279.5,232.5,206.5,191,414.5,110.5,86,2,3,5
flgD CDS,flgD,b1075,0,2,9.5,1079,579.5,1802.5,481,322.5,602.5,487,439.5,492.5,776,370.5,192,17.5,11,21
flgE CDS,flgE,b1076,9.5,3,7,1773.5,950,2644,792,706.5,723,772,829.5,652.5,1145.5,473.5,367.5,38,31,53
flgF CDS,flgF,b1077,8.5,4,8,1804.5,945.5,1257.5,306.5,746.5,418.5,589,962.5,462,569,318.5,233.5,16,21,31
flgG CDS,flgG,b1078,4,6,11,1435.5,783.5,1056,346,465,343.5,494,502,533.5,546.5,371.5,323,17,22.5,22.5
flgH CDS,flgH,b1079,4,0.5,5,911,557.5,368.5,132.5,379,194,302.5,359.5,274.5,252.5,205.5,219.5,5,4.5,10.5
flgI CDS,flgI,b1080,0,4.5,19.5,1778.5,1191,477.5,218,777.5,258,794,934,447.5,521,404.5,375.5,18,14,32.5
flgJ CDS,flgJ,b1081,7,8,5.5,1939,1271,411,171,906,259.5,915,1141,513,432.5,406.5,437,14,12,14
flgK CDS,flgK,b1082,10,7,7,1975.5,1271.5,1112,298.5,979,842,903.5,1267,875.5,835.5,690,711,37,37.5,43
flgL CDS,flgL,b1083,4,2,5,1290.5,796.5,956,136,501.5,740,529,806.5,878,457,677,554,31,56.5,54.5
flgM CDS,flgM,b1071,0.5,0,0,262.5,172,255,124,130,242.5,181,189,318.5,180,198.5,167.5,13.5,20.5,10
flgN CDS,flgN,b1070,0,5,5.5,522.5,275.5,265.5,124.5,205.5,218.5,250,363.5,397.5,228.5,252.5,183.5,17,25.5,14
flhA CDS,flhA,b1879,10,6,11,2873.5,1915,433.5,110,1471.5,477,1589,1612.5,751.5,642,563,528,35,35.5,26.5
flhB CDS,flhB,b1880,6,3,15,1849.5,1268,210,38,986,260,919.5,1252,418.5,357,276.5,216.5,7,7,14.5
flhC CDS,flhC,b1891,0,0,4,882,494,410.5,91,369,557,461,391.5,332,211.5,303,102,16.5,20,29.5
flhD CDS,flhD,b1892,2,0,4,328.5,202,320.5,58,138,418,188.5,169.5,257.5,179.5,187,108.5,28.5,8,15
flhE CDS,flhE,b1878,0,1.5,2,527.5,326.5,37.5,12.5,234.5,30,276,238,97.5,140,68,46,8,6,4
fliA CDS,fliA,b1922,2,8,16,1008.5,633,1270,246,521,342,366.5,481,206.5,559,156.5,115,22,14.5,12
fliC CDS,fliC,b1923,77,36,29,1540,963,2350,903,634,2506,734,1024,2284,2042,1448,1162,220,188,283
fliD CDS,fliD,b1924,7,13.5,17,2288,1677.5,222.5,83.5,1054,218.5,1149,977.5,390.5,647.5,254,173,17,10,15.5
fliE CDS,fliE,b1937,0,0,1,338,267.5,43,19.5,162.5,23.5,191.5,185,53,84.5,32.5,13,2.5,10,1
fliF CDS,fliF,b1938,6,6,23,3211.5,2002.5,566,238.5,1465.5,211,1815.5,1783.5,311.5,727,230,176.5,7,4,10.5
fliG CDS,fliG,b1939,0,3,13.5,1846,1205.5,644.5,229,1094.5,249,1146,1637,423.5,500,339,290,12,7,19.5
fliH CDS,fliH,b1940,1,2.5,12,1422,850,344,113,637.5,170.5,619,666.5,235.5,286.5,174,132.5,12,0,17.5
fliI CDS,fliI,b1941,1,7.5,6.5,2549,1655.5,218.5,109,1082,112,1140.5,1172.5,301.5,473.5,184.5,137.5,13,12,16.5
fliJ CDS,fliJ,b1942,0,2,5,733,580.5,60.5,24,325,41,406,402,87,168.5,53.5,42,0,1,5
fliK CDS,fliK,b1943,2,0,4,1884,1248,122.5,82,704,160,943.5,841.5,349,392,253,171.5,25,23,21
fliL CDS,fliL,b1944,3,2,3.5,742.5,486,255.5,229,272,133,280.5,238.5,158.5,282,138,112,5,3,9.5
fliM CDS,fliM,b1945,0,5,2.5,1508,969,471.5,308.5,661.5,184.5,832,909,371,510,276.5,182.5,23,12,15.5
fliN CDS,fliN,b1946,0,1,2,463,304.5,120.5,85,221.5,80.5,261.5,312.5,102,161,54,57,5,0.5,4.5
fliO CDS,fliO,b1947,0,2,3.5,532,372,61,51,203,55.5,234,272,93.5,155.5,63.5,33,4,6.5,3.5
fliP CDS,fliP,b1948,4.5,1,4.5,1021.5,732.5,54.5,53,516.5,57,391.5,453,125.5,248.5,96,66,8.5,4.5,9
fliQ CDS,fliQ,b1949,1.5,2.5,2,440,258,30,27.5,252.5,36.5,333.5,400.5,84,103,86,60,9,7.5,10.5
fliR CDS,fliR,b1950,1,1.5,0,654.5,438,46,51.5,426.5,104.5,405.5,511.5,388.5,149.5,175,189.5,52.5,34,32.5
fliS CDS,fliS,b1925,2,0.5,1,489,283,64.5,16,130.5,49.5,119,111.5,92.5,105,88,69,5,4,8
fliT CDS,fliT,b1926,2,0,1,438,292.5,55,16,204,25,140.5,153.5,56,103,64,31,5.5,8,6.5
fliZ CDS,fliZ,b1921,2,4,2,676.5,442.5,592,190.5,342.5,171.5,519.5,492.5,168,408,107.5,72,7,4.5,17
flk CDS,flk,b2321,8.5,8.5,10.5,1928.5,1179.5,911,164,968.5,1050.5,1088,1886,2157,478,1616.5,1349,107.5,84.5,96.5
flu CDS,flu,b2000,20,17,55,7012.5,3602.5,8794.5,798,2246.5,13369,2402,8231,14127,2286.5,9760.5,10913.5,1789,1870.5,2742.5
flxA CDS,flxA,b1566,2,4,3,403,309,46,34,187,40,166,164,108,126,58,34,10,9,9
fmt CDS,fmt,b3288,29.5,5.5,13,4506,1121,15256.5,3013,1054.5,24988,1729.5,14358,33768.5,3203,23447,18196,469.5,470.5,591
fnr CDS,fnr,b1334,8,12,3,974,755,1746,280,714,3410,599,1717,4873,566,3243,2126,454,443,583
focA CDS,focA,b0904,25,27.5,23,1334.5,831.5,970.5,211,640.5,1670,546.5,1174,1995.5,446.5,1462,1325,244,355.5,460.5
focB CDS,focB,b2492,2,0.5,10.5,1550.5,948,251,66,603.5,301.5,751,908,508,326.5,344.5,384.5,29,41,52
folA CDS,folA,b0048,14,2,15.5,817,505.5,689,114,459.5,1099,394.5,908.5,2180.5,287,1415.5,901,239,201.5,270
folB CDS,folB,b3058,0.5,8,4,1068.5,614.5,575,40,453.5,514.5,452.5,815.5,646.5,229.5,455.5,406.5,70,92,81
folC CDS,folC,b2315,70,23.5,38.5,2508,1478,3276.5,245,1520,3083.5,1646.5,4071.5,5365,843,4119.5,4830.5,338,385,499
folD CDS,folD,b0529,8,5,6,1476.5,1007.5,1266,295,836,1468,744.5,1692,4317,724.5,2431.5,1859.5,246,174.5,295
folE CDS,folE,b2153,6,9,24,4002,879.5,4745.5,2475.5,870,10975.5,1429.5,8640.5,22155.5,2391,12700.5,7356.5,248,231,336.5
folK CDS,folK,b0142,0,3.5,3,437,266,227,88.5,253,261.5,322,511,749,195.5,439,444,20.5,30.5,20.5
folM CDS,folM,b1606,4.5,5,4,905.5,515,520.5,151,398,815.5,433.5,682.5,1625.5,277,1206.5,1015.5,65,65,82.5
folP CDS,folP,b3177,7,5.5,20.5,1267,766,4456,655,693,5006,799.5,3384,8194,862,6261.5,7520.5,253.5,262.5,323.5
folX CDS,folX,b2303,21.5,15.5,8,662,334,771,214.5,330,1515,377.5,893.5,2013.5,317,1465,1107,157.5,143.5,231
fpr CDS,fpr,b3924,10,7.5,10,2762.5,1132,6015,587,919,4522.5,1056,9937,12523.5,909,9527.5,8152.5,76.5,76,140
frc CDS,frc,b2374,4,0,4,930,624,28,14,474.5,49.5,430.5,487,181,169.5,85.5,65,18.5,28,12
frdA CDS,frdA,b4154,150.5,32,37,4338,2434,13928,432.5,1550.5,8440.5,1532.5,7343.5,7818.5,2005.5,5941.5,5391,546.5,464,640.5
frdB CDS,frdB,b4153,57.5,3,5.5,994,677,5672.5,127.5,353,2615,230.5,2033.5,2349.5,717,1986.5,1668,148,196.5,236
frdC CDS,frdC,b4152,21,2,4,493,366,2590,63.5,241.5,1146.5,173.5,1193,971.5,362.5,846,742.5,64.5,91,108.5
frdD CDS,frdD,b4151,7,2,6.5,659,390.5,1490,49.5,221,756,169.5,730,666.5,258,427.5,474.5,104,127.5,129.5
fre CDS,fre,b3844,39.5,23.5,27,2082.5,1122,7220.5,694.5,975,6479,1142,4778.5,9155,1347.5,6661,6168,476,505.5,606.5
frlA CDS,frlA,b3370,4,6,18,2390.5,1405.5,40,12,975,126,1041,1902,327,337,215,84,19,19.5,12.5
frlB CDS,frlB,b3371,0,9,17.5,2131,1178.5,129.5,18,847,222.5,1047.5,1551.5,369,372.5,201.5,129.5,38,26.5,27
frlC CDS,frlC,b4474,0.5,8.5,8.5,1701.5,1084,176.5,26,703.5,233,639,1070,321,317.5,247,234,26.5,19.5,17.5
frlD CDS,frlD,b3374,5.5,7.5,8,2045,1075.5,284.5,24,775,457.5,704,1164,517,329,469,316,49,40,48
frlR CDS,frlR,b3375,6,4,12,1651,829.5,308.5,115,672.5,356,800.5,1273.5,876,406,556.5,321.5,77.5,68.5,64
